LSOA11Code,LikelihoodHousingHazard,LikelihoodHousingDisrepair
W01001808,0.102,0.023
W01001809,0.151,0.026000000000000002
W01001818,0.133,0.017
W01001810,0.107,0.019
W01001811,0.084,0.016
W01001812,0.12,0.022000000000000002
W01001813,0.08199999999999999,0.018000000000000002
W01001814,0.126,0.019
W01001815,0.141,0.015
W01001816,0.114,0.013999999999999999
W01001817,0.14800000000000002,0.017
W01001819,0.10800000000000001,0.027000000000000003
W01001820,0.11699999999999999,0.023
W01001821,0.15,0.028999999999999998
W01001822,0.125,0.027999999999999997
W01001823,0.325,0.066
W01001824,0.284,0.063
W01001825,0.18100000000000002,0.036000000000000004
W01001826,0.136,0.023
W01001827,0.105,0.021
W01001828,0.135,0.02
W01001829,0.27,0.063
W01001838,0.321,0.078
W01001839,0.276,0.066
W01001830,0.23399999999999999,0.057
W01001831,0.337,0.08
W01001832,0.251,0.057
W01001833,0.214,0.05
W01001834,0.24,0.051
W01001835,0.105,0.022000000000000002
W01001836,0.358,0.078
W01001837,0.209,0.051
W01001840,0.08900000000000001,0.019
W01001841,0.042,0.001
W01001842,0.055999999999999994,0.001
W01001843,0.10400000000000001,0.021
W01001844,0.043,0
W01001846,0.087,0.013999999999999999
W01001847,0.092,0.015
W01001948,0.125,0.018000000000000002
W01001954,0.111,0.034
W01001848,0.17300000000000001,0.046
W01001849,0.11900000000000001,0.021
W01001850,0.158,0.036000000000000004
W01001851,0.141,0.028999999999999998
W01001852,0.136,0.026000000000000002
W01001853,0.126,0.017
W01001854,0.128,0.015
W01001855,0.257,0.05
W01001856,0.235,0.055
W01001857,0.115,0.019
W01001858,0.264,0.055999999999999994
W01001859,0.304,0.068
W01001860,0.278,0.057999999999999996
W01001861,0.309,0.067
W01001862,0.267,0.06
W01001863,0.16399999999999998,0.04
W01001864,0.158,0.032
W01001865,0.155,0.034
W01001866,0.10300000000000001,0.018000000000000002
W01001867,0.09300000000000001,0.023
W01001868,0.122,0.021
W01001869,0.292,0.052000000000000005
W01001870,0.3,0.057
W01001871,0.115,0.026000000000000002
W01001872,0.316,0.07200000000000001
W01001873,0.253,0.052000000000000005
W01001874,0.163,0.034
W01001875,0.071,0.009000000000000001
W01001876,0.142,0.03
W01001877,0.064,0.004
W01001886,0.095,0.009000000000000001
W01001878,0.055999999999999994,0
W01001879,0.047,0.006999999999999999
W01001880,0.034,0
W01001881,0.053,0.001
W01001882,0.052000000000000005,0.001
W01001883,0.107,0.021
W01001884,0.021,0
W01001885,0.091,0.019
W01001887,0.248,0.048
W01001896,0.192,0.040999999999999995
W01001888,0.105,0.017
W01001889,0.159,0.037000000000000005
W01001890,0.179,0.035
W01001891,0.134,0.034
W01001892,0.14800000000000002,0.026000000000000002
W01001893,0.129,0.028999999999999998
W01001894,0.152,0.034
W01001895,0.102,0.019
W01001137,0.267,0.055999999999999994
W01001138,0.193,0.043
W01001139,0.315,0.075
W01001140,0.258,0.057999999999999996
W01001141,0.27899999999999997,0.059000000000000004
W01001142,0.275,0.055999999999999994
W01001143,0.24,0.052000000000000005
W01001144,0.205,0.036000000000000004
W01001145,0.226,0.053
W01001146,0.294,0.062
W01001147,0.21,0.044000000000000004
W01001148,0.315,0.071
W01001149,0.196,0.038
W01001150,0.293,0.066
W01001151,0.14800000000000002,0.028999999999999998
W01001152,0.18,0.035
W01001153,0.233,0.053
W01001154,0.19,0.038
W01001155,0.292,0.068
W01001156,0.048,0.004
W01001157,0.122,0.013000000000000001
W01001158,0.14800000000000002,0.027000000000000003
W01001159,0.036000000000000004,0.003
W01001160,0.161,0.027999999999999997
W01001161,0.113,0.02
W01001162,0.111,0.027000000000000003
W01001915,0.1,0.013000000000000001
W01001916,0.034,0
W01001164,0.29600000000000004,0.064
W01001165,0.23,0.047
W01001166,0.301,0.061
W01001167,0.265,0.057
W01001168,0.159,0.027000000000000003
W01001169,0.096,0.017
W01001170,0.122,0.023
W01001171,0.25,0.054000000000000006
W01001172,0.254,0.06
W01001173,0.147,0.028999999999999998
W01001174,0.175,0.035
W01001175,0.308,0.069
W01001176,0.319,0.069
W01001177,0.313,0.064
W01001178,0.21100000000000002,0.047
W01001179,0.11199999999999999,0.023
W01001180,0.083,0.016
W01001181,0.091,0.011000000000000001
W01001182,0.252,0.057
W01001183,0.27399999999999997,0.061
W01001184,0.205,0.043
W01001185,0.158,0.032
W01001186,0.109,0.019
W01001187,0.145,0.034
W01001188,0.183,0.040999999999999995
W01001189,0.177,0.035
W01001190,0.115,0.02
W01001191,0.122,0.024
W01001192,0.1,0.017
W01001193,0.134,0.02
W01001194,0.077,0.006999999999999999
W01001195,0.141,0.033
W01001196,0.051,0.006
W01001197,0.069,0.008
W01001198,0.09699999999999999,0.012
W01001199,0.121,0.016
W01001200,0.287,0.064
W01001201,0.214,0.048
W01001202,0.252,0.051
W01001203,0.14800000000000002,0.024
W01001204,0.254,0.055999999999999994
W01001205,0.215,0.043
W01001206,0.24600000000000002,0.049
W01001207,0.07200000000000001,0.008
W01001208,0.302,0.071
W01001217,0.19399999999999998,0.038
W01001218,0.251,0.061
W01001219,0.21600000000000003,0.047
W01001220,0.275,0.061
W01001221,0.10099999999999999,0.02
W01001222,0.092,0.012
W01001209,0.203,0.035
W01001210,0.251,0.057
W01001211,0.313,0.062
W01001212,0.22899999999999998,0.055
W01001213,0.303,0.068
W01001214,0.225,0.045
W01001215,0.282,0.055999999999999994
W01001216,0.292,0.065
W01001223,0.09699999999999999,0.017
W01001224,0.040999999999999995,0.004
W01001225,0.14,0.025
W01001226,0.14800000000000002,0.025
W01001227,0.17,0.03
W01001228,0.204,0.042
W01001229,0.285,0.063
W01001230,0.248,0.05
W01001231,0.281,0.064
W01001232,0.18899999999999997,0.036000000000000004
W01001233,0.095,0.023
W01001234,0.213,0.045
W01001235,0.25,0.057999999999999996
W01001236,0.259,0.05
W01001237,0.121,0.024
W01001238,0.08,0.013999999999999999
W01001239,0.061,0.009000000000000001
W01001240,0.10800000000000001,0.016
W01001241,0.205,0.04
W01001242,0.09,0.011000000000000001
W01001243,0.08800000000000001,0.015
W01001244,0.129,0.023
W01001245,0.1,0.013000000000000001
W01001246,0.139,0.015
W01001247,0.276,0.06
W01001248,0.29600000000000004,0.065
W01001249,0.221,0.049
W01001250,0.157,0.03
W01001251,0.11800000000000001,0.02
W01001252,0.156,0.032
W01001253,0.19899999999999998,0.042
W01001914,0.039,0
W01001255,0.10800000000000001,0.021
W01001917,0.182,0.04
W01001256,0.33799999999999997,0.076
W01001257,0.20199999999999999,0.038
W01001258,0.268,0.055999999999999994
W01001259,0.27399999999999997,0.057999999999999996
W01001260,0.242,0.047
W01001261,0.314,0.069
W01001262,0.209,0.054000000000000006
W01001263,0.258,0.069
W01001264,0.27,0.07
W01001265,0.305,0.062
W01001266,0.18600000000000003,0.043
W01001267,0.244,0.051
W01001268,0.295,0.064
W01001269,0.285,0.059000000000000004
W01001270,0.307,0.065
W01001271,0.273,0.064
W01001272,0.153,0.035
W01001273,0.306,0.066
W01001274,0.192,0.039
W01001275,0.306,0.067
W01001276,0.337,0.067
W01001277,0.136,0.017
W01001278,0.203,0.048
W01001279,0.114,0.02
W01001280,0.22399999999999998,0.047
W01001281,0.335,0.07
W01001282,0.258,0.057999999999999996
W01001283,0.11800000000000001,0.022000000000000002
W01001284,0.066,0.002
W01001285,0.316,0.064
W01001286,0.28,0.065
W01001287,0.221,0.044000000000000004
W01001288,0.20600000000000002,0.047
W01001289,0.265,0.057
W01001290,0.205,0.039
W01001291,0.08199999999999999,0.009000000000000001
W01001292,0.092,0.013999999999999999
W01001293,0.12300000000000001,0.024
W01001294,0.13,0.018000000000000002
W01001295,0.174,0.035
W01001296,0.185,0.042
W01001297,0.23399999999999999,0.051
W01001298,0.17300000000000001,0.033
W01001299,0.083,0.004
W01001300,0.07,0.008
W01001301,0.1,0.022000000000000002
W01001302,0.257,0.053
W01001303,0.17,0.027000000000000003
W01001304,0.272,0.063
W01001305,0.207,0.040999999999999995
W01001306,0.239,0.045
W01001307,0.214,0.044000000000000004
W01001308,0.11,0.012
W01001309,0.122,0.026000000000000002
W01001310,0.184,0.038
W01001311,0.29,0.065
W01001312,0.165,0.032
W01001313,0.289,0.068
W01001314,0.207,0.039
W01001315,0.23,0.051
W01001316,0.20199999999999999,0.043
W01001317,0.114,0.025
W01001318,0.282,0.055999999999999994
W01001319,0.113,0.022000000000000002
W01001320,0.21100000000000002,0.042
W01001321,0.165,0.037000000000000005
W01001322,0.214,0.05
W01001898,0.10300000000000001,0.013000000000000001
W01001324,0.183,0.040999999999999995
W01001330,0.172,0.036000000000000004
W01001331,0.221,0.046
W01001332,0.271,0.052000000000000005
W01001333,0.22399999999999998,0.048
W01001325,0.147,0.031
W01001326,0.215,0.044000000000000004
W01001327,0.284,0.054000000000000006
W01001328,0.14,0.03
W01001329,0.265,0.054000000000000006
W01001334,0.141,0.027000000000000003
W01001335,0.369,0.067
W01001336,0.183,0.035
W01001337,0.285,0.062
W01001338,0.313,0.07400000000000001
W01001339,0.09699999999999999,0.013999999999999999
W01001340,0.122,0.02
W01001341,0.10800000000000001,0.027999999999999997
W01001342,0.154,0.025
W01001343,0.149,0.036000000000000004
W01001344,0.18899999999999997,0.036000000000000004
W01001345,0.08199999999999999,0.008
W01001346,0.22,0.046
W01001347,0.154,0.03
W01001348,0.085,0.013000000000000001
W01001349,0.049,0.006999999999999999
W01001350,0.261,0.062
W01001351,0.095,0.013000000000000001
W01001352,0.161,0.035
W01001353,0.099,0.018000000000000002
W01001354,0.298,0.06
W01001355,0.19899999999999998,0.047
W01001356,0.184,0.032
W01001357,0.092,0.011000000000000001
W01001358,0.13,0.021
W01001359,0.23399999999999999,0.053
W01001360,0.281,0.063
W01001361,0.127,0.025
W01001362,0.245,0.053
W01001363,0.128,0.021
W01001364,0.11800000000000001,0.02
W01001365,0.166,0.034
W01001366,0.114,0.015
W01001367,0.26,0.057
W01001368,0.12300000000000001,0.021
W01001369,0.162,0.03
W01001370,0.17,0.034
W01001371,0.099,0.015
W01001372,0.08800000000000001,0.009000000000000001
W01001373,0.218,0.043
W01001374,0.214,0.046
W01001375,0.17,0.04
W01001376,0.11800000000000001,0.019
W01001377,0.19,0.038
W01001378,0.157,0.031
W01001379,0.115,0.015
W01001384,0.293,0.064
W01001385,0.294,0.06
W01001386,0.18600000000000003,0.032
W01001380,0.255,0.048
W01001381,0.077,0.013999999999999999
W01001382,0.237,0.053
W01001383,0.245,0.048
W01001387,0.191,0.038
W01001388,0.122,0.022000000000000002
W01001389,0.196,0.039
W01001390,0.098,0.016
W01001391,0.17,0.04
W01001392,0.157,0.031
W01001393,0.107,0.016
W01001394,0.14400000000000002,0.018000000000000002
W01001395,0.127,0.032
W01001396,0.107,0.016
W01001397,0.08199999999999999,0.009000000000000001
W01001398,0.04,0
W01001399,0.10400000000000001,0.016
W01001400,0.083,0.01
W01001401,0.121,0.025
W01001402,0.113,0.016
W01001403,0.16399999999999998,0.038
W01001404,0.129,0.017
W01001405,0.099,0.016
W01001406,0.17,0.035
W01001407,0.14,0.018000000000000002
W01001408,0.09699999999999999,0.018000000000000002
W01001409,0.17600000000000002,0.035
W01001410,0.09300000000000001,0.016
W01001411,0.175,0.032
W01001412,0.261,0.06
W01001413,0.172,0.031
W01001414,0.115,0.017
W01001415,0.165,0.035
W01001416,0.142,0.027000000000000003
W01001417,0.07400000000000001,0.008
W01001418,0.141,0.031
W01001419,0.18100000000000002,0.031
W01001420,0.105,0.015
W01001421,0.08,0.012
W01001422,0.109,0.012
W01001423,0.11199999999999999,0.012
W01001424,0.24100000000000002,0.06
W01001425,0.184,0.04
W01001426,0.132,0.02
W01001427,0.062,0.004
W01001428,0.08199999999999999,0.009000000000000001
W01001429,0.244,0.051
W01001430,0.267,0.06
W01001431,0.28,0.06
W01001432,0.185,0.033
W01001433,0.23600000000000002,0.049
W01001434,0.1,0.016
W01001435,0.315,0.068
W01001436,0.35200000000000004,0.073
W01001437,0.21600000000000003,0.047
W01001438,0.126,0.026000000000000002
W01001439,0.149,0.027000000000000003
W01001440,0.11800000000000001,0.02
W01001441,0.086,0.01
W01001442,0.22399999999999998,0.047
W01001443,0.228,0.049
W01001444,0.111,0.02
W01001445,0.254,0.064
W01001446,0.154,0.034
W01001447,0.129,0.026000000000000002
W01001448,0.207,0.051
W01001449,0.161,0.035
W01001450,0.215,0.044000000000000004
W01001451,0.28600000000000003,0.059000000000000004
W01001452,0.184,0.037000000000000005
W01001453,0.11800000000000001,0.021
W01001454,0.222,0.04
W01001455,0.228,0.048
W01001456,0.20800000000000002,0.043
W01001457,0.083,0.012
W01001458,0.284,0.064
W01001459,0.16,0.026000000000000002
W01001460,0.27699999999999997,0.062
W01001461,0.26,0.054000000000000006
W01001462,0.141,0.026000000000000002
W01001463,0.305,0.067
W01001464,0.146,0.027000000000000003
W01001465,0.156,0.028999999999999998
W01001466,0.322,0.069
W01001467,0.11199999999999999,0.017
W01001468,0.187,0.039
W01001469,0.095,0.018000000000000002
W01001470,0.08800000000000001,0.016
W01001471,0.09300000000000001,0.016
W01001472,0.149,0.028999999999999998
W01001473,0.063,0.012
W01001474,0.086,0.018000000000000002
W01001475,0.22899999999999998,0.046
W01001476,0.28600000000000003,0.059000000000000004
W01001477,0.307,0.064
W01001478,0.289,0.057999999999999996
W01001479,0.092,0.023
W01001480,0.11,0.021
W01001481,0.10800000000000001,0.023
W01001482,0.168,0.032
W01001483,0.087,0.017
W01001484,0.20199999999999999,0.042
W01001485,0.08800000000000001,0.017
W01001486,0.195,0.044000000000000004
W01001487,0.133,0.027999999999999997
W01001488,0.128,0.027000000000000003
W01001489,0.22699999999999998,0.045
W01001490,0.305,0.063
W01001491,0.198,0.039
W01001492,0.091,0.013000000000000001
W01001493,0.096,0.012
W01001494,0.128,0.023
W01001495,0.106,0.019
W01001496,0.147,0.03
W01001497,0.09,0.019
W01001498,0.095,0.008
W01001499,0.057,0.004
W01001500,0.037000000000000005,0.002
W01001501,0.086,0.013000000000000001
W01001502,0.09300000000000001,0.01
W01001503,0.095,0.017
W01001504,0.134,0.025
W01001505,0.122,0.024
W01001506,0.11599999999999999,0.027000000000000003
W01001507,0.11,0.017
W01001508,0.09699999999999999,0.016
W01001509,0.095,0.013999999999999999
W01001510,0.133,0.024
W01001511,0.124,0.027000000000000003
W01001512,0.09699999999999999,0.013000000000000001
W01001513,0.111,0.019
W01001514,0.24,0.044000000000000004
W01001515,0.278,0.065
W01001516,0.11,0.019
W01001517,0.19399999999999998,0.04
W01001518,0.135,0.024
W01001519,0.09300000000000001,0.013000000000000001
W01001520,0.156,0.033
W01001521,0.142,0.027999999999999997
W01001522,0.109,0.02
W01001523,0.251,0.053
W01001524,0.142,0.03
W01001529,0.168,0.034
W01001525,0.11900000000000001,0.026000000000000002
W01001526,0.08800000000000001,0.011000000000000001
W01001527,0.106,0.027000000000000003
W01001528,0.124,0.026000000000000002
W01001530,0.08199999999999999,0.008
W01001531,0.135,0.031
W01001532,0.114,0.026000000000000002
W01001533,0.09,0.008
W01001534,0.092,0.012
W01001535,0.052000000000000005,0.002
W01001536,0.078,0.004
W01001537,0.11,0.017
W01001538,0.09300000000000001,0.018000000000000002
W01001539,0.10400000000000001,0.022000000000000002
W01001540,0.309,0.059000000000000004
W01001541,0.19,0.036000000000000004
W01001542,0.157,0.032
W01001543,0.11,0.015
W01001545,0.153,0.031
W01001546,0.142,0.023
W01001564,0.08900000000000001,0.015
W01001909,0.094,0.016
W01001548,0.35100000000000003,0.048
W01001549,0.37799999999999995,0.045
W01001908,0.10800000000000001,0.019
W01001551,0.12300000000000001,0.016
W01001552,0.08900000000000001,0.017
W01001553,0.092,0.016
W01001554,0.23399999999999999,0.057
W01001555,0.281,0.043
W01001556,0.083,0.018000000000000002
W01001557,0.19899999999999998,0.039
W01001558,0.109,0.019
W01001559,0.114,0.019
W01001560,0.34299999999999997,0.051
W01001561,0.10099999999999999,0.026000000000000002
W01001562,0.302,0.038
W01001563,0.084,0.015
W01001565,0.327,0.040999999999999995
W01001566,0.35200000000000004,0.043
W01001567,0.446,0.067
W01001568,0.389,0.06
W01001569,0.142,0.031
W01001571,0.195,0.032
W01001572,0.048,0.011000000000000001
W01001573,0.162,0.027999999999999997
W01001574,0.053,0.002
W01001575,0.373,0.049
W01001576,0.102,0.017
W01001577,0.067,0.008
W01001578,0.14,0.027999999999999997
W01001579,0.161,0.033
W01001580,0.14300000000000002,0.026000000000000002
W01001581,0.22899999999999998,0.034
W01001582,0.09699999999999999,0.023
W01001588,0.122,0.017
W01001589,0.08,0.013000000000000001
W01001590,0.10099999999999999,0.018000000000000002
W01001583,0.28600000000000003,0.035
W01001584,0.153,0.03
W01001585,0.077,0.013000000000000001
W01001586,0.078,0.011000000000000001
W01001587,0.158,0.035
W01001591,0.042,0.003
W01001592,0.066,0.013000000000000001
W01001593,0.11699999999999999,0.01
W01001594,0.287,0.035
W01001595,0.336,0.042
W01001596,0.183,0.036000000000000004
W01001597,0.146,0.033
W01001598,0.126,0.024
W01001599,0.106,0.016
W01001600,0.139,0.026000000000000002
W01001601,0.138,0.027000000000000003
W01001602,0.19699999999999998,0.042
W01001603,0.256,0.057999999999999996
W01001604,0.153,0.03
W01001605,0.29,0.07200000000000001
W01001606,0.155,0.026000000000000002
W01001607,0.105,0.016
W01001608,0.157,0.039
W01001609,0.085,0.013000000000000001
W01001610,0.122,0.019
W01001611,0.187,0.047
W01001612,0.225,0.053
W01001613,0.228,0.051
W01001614,0.08199999999999999,0.017
W01001615,0.136,0.024
W01001616,0.15,0.028999999999999998
W01001617,0.075,0.008
W01001618,0.083,0.015
W01001619,0.077,0.01
W01001620,0.09699999999999999,0.026000000000000002
W01001621,0.084,0.008
W01001622,0.08800000000000001,0.011000000000000001
W01001623,0.16,0.027999999999999997
W01001624,0.07400000000000001,0.01
W01001625,0.177,0.037000000000000005
W01001626,0.085,0.013999999999999999
W01001627,0.105,0.016
W01001628,0.07,0.012
W01001629,0.146,0.03
W01001630,0.086,0.02
W01001631,0.163,0.028999999999999998
W01001632,0.099,0.021
W01001633,0.086,0.016
W01001634,0.10800000000000001,0.017
W01001635,0.076,0.006999999999999999
W01001636,0.096,0.023
W01001637,0.109,0.019
W01001638,0.105,0.013000000000000001
W01001639,0.046,0.005
W01001640,0.11199999999999999,0.023
W01001641,0.128,0.026000000000000002
W01001642,0.139,0.035
W01001643,0.156,0.033
W01001644,0.218,0.057
W01001645,0.14800000000000002,0.028999999999999998
W01001646,0.10099999999999999,0.012
W01001647,0.135,0.018000000000000002
W01001648,0.157,0.03
W01001649,0.166,0.024
W01001650,0.086,0.011000000000000001
W01001651,0.13699999999999998,0.017
W01001652,0.08,0.016
W01001653,0.138,0.016
W01001654,0.162,0.027999999999999997
W01001655,0.156,0.024
W01001657,0.09300000000000001,0.012
W01001658,0.087,0.015
W01001912,0.08800000000000001,0.006
W01001913,0.105,0.013000000000000001
W01001659,0.21,0.040999999999999995
W01001660,0.193,0.043
W01001661,0.136,0.027999999999999997
W01001662,0.087,0.015
W01001663,0.077,0.013000000000000001
W01001664,0.08800000000000001,0.013999999999999999
W01001665,0.111,0.022000000000000002
W01001666,0.107,0.015
W01001667,0.098,0.013000000000000001
W01001668,0.096,0.016
W01001669,0.043,0.006
W01001670,0.055,0.006
W01001671,0.084,0.013000000000000001
W01001672,0.141,0.028999999999999998
W01001673,0.111,0.017
W01001674,0.122,0.024
W01001681,0.16,0.040999999999999995
W01001682,0.099,0.023
W01001683,0.212,0.04
W01001684,0.325,0.067
W01001675,0.313,0.067
W01001676,0.268,0.062
W01001677,0.231,0.043
W01001678,0.10099999999999999,0.017
W01001679,0.163,0.034
W01001680,0.266,0.057
W01001685,0.275,0.055999999999999994
W01001686,0.25,0.045
W01001687,0.27399999999999997,0.067
W01001688,0.054000000000000006,0.005
W01001689,0.059000000000000004,0.008
W01001690,0.263,0.057999999999999996
W01001691,0.295,0.062
W01001692,0.325,0.071
W01001693,0.254,0.059000000000000004
